,Id,GeographicAreaName,TotalPopulation,SexRatio(males per 100 females),Population_Under5Years,Population_5to9Years,Population_10to14Years,Population_15to19Years,Population_20to24Years,Population_25to34Years,Population_35to44Years,Population_45to54Years,Population_55to59Years,Population_60to64Years,Population_65to74Years,Population_75to84Years,Population_85YearsAndOver,MedianAgeInYears
14149,8600000US49965,ZCTA5 49965,690,113.6,11,40,121,97,22,9,109,33,47,64,77,53,7,36.5
14150,8600000US49967,ZCTA5 49967,458,120.2,14,13,12,27,23,14,25,39,68,68,104,36,15,59.5
14151,8600000US49968,ZCTA5 49968,1942,100.4,103,55,66,63,92,246,156,206,172,240,342,106,95,53.8
14152,8600000US49969,ZCTA5 49969,1259,101.8,26,134,42,26,40,84,51,134,90,101,383,123,25,60.2
14153,8600000US49970,ZCTA5 49970,292,122.9,0,7,12,22,11,12,32,37,11,32,79,28,9,60.2
14154,8600000US49971,ZCTA5 49971,478,107.8,21,26,11,23,25,24,33,39,61,32,100,55,28,57.8
14155,8600000US55001,ZCTA5 55001,3038,92.8,155,224,160,154,121,264,318,385,244,317,517,166,13,48.4
14156,8600000US55003,ZCTA5 55003,4276,197.6,169,224,181,98,287,955,698,538,297,256,296,148,129,37.3
14157,8600000US55005,ZCTA5 55005,4644,106.6,246,305,335,290,294,594,763,639,350,276,392,96,64,38.6
14158,8600000US55006,ZCTA5 55006,3797,102.2,226,296,221,187,245,482,418,452,324,327,395,162,62,40.6
14159,8600000US55007,ZCTA5 55007,2493,106.0,112,162,134,170,153,207,282,392,224,241,294,89,33,45.7
14160,8600000US55008,ZCTA5 55008,15579,96.0,901,848,1306,925,841,1905,1913,2147,1086,926,1310,970,501,40.9
14161,8600000US55009,ZCTA5 55009,7894,100.6,521,376,504,423,442,893,945,1170,667,615,677,458,203,42.5
14162,8600000US55011,ZCTA5 55011,10787,102.9,691,742,651,732,632,1129,1462,1941,985,676,989,73,84,40.3
14163,8600000US55012,ZCTA5 55012,2062,116.1,120,107,56,81,131,220,180,302,238,190,271,83,83,49.6
14164,8600000US55013,ZCTA5 55013,6726,91.3,392,307,516,476,244,587,857,1140,359,519,588,528,213,44.9
14165,8600000US55014,ZCTA5 55014,28222,106.8,1620,1602,2053,2019,1399,3749,3516,4530,2780,2072,2020,629,233,39.8
14166,8600000US55016,ZCTA5 55016,36208,103.5,2234,2735,3235,2779,1954,4074,5757,5166,2427,1836,2440,1185,386,36.8
14167,8600000US55017,ZCTA5 55017,844,107.4,36,66,85,67,47,58,90,133,93,53,60,39,17,41.5
14168,8600000US55018,ZCTA5 55018,906,108.8,38,57,53,62,25,96,85,183,75,77,111,18,26,47.0
14169,8600000US55019,ZCTA5 55019,2069,87.1,103,191,203,111,81,255,287,302,152,135,143,97,9,38.4
14170,8600000US55020,ZCTA5 55020,4260,92.9,372,247,494,215,274,596,657,597,285,198,168,119,38,33.3
14171,8600000US55021,ZCTA5 55021,30032,114.7,1758,2024,1808,1614,1898,3755,3976,3862,2201,2114,2999,1393,630,39.8
14172,8600000US55024,ZCTA5 55024,35519,96.0,2850,2852,3413,2501,1738,4666,5948,5446,2015,1424,1665,725,276,34.6
14173,8600000US55025,ZCTA5 55025,25371,97.9,1795,1494,1701,1400,1985,2804,3061,3708,2197,1412,2163,1265,386,39.9
14174,8600000US55026,ZCTA5 55026,392,126.6,10,13,38,31,7,32,20,50,43,54,64,26,4,54.2
14175,8600000US55027,ZCTA5 55027,3142,100.8,206,299,237,207,183,450,441,361,216,172,240,75,55,34.8
14176,8600000US55029,ZCTA5 55029,98,53.1,17,10,10,0,7,17,6,0,0,0,31,0,0,26.6
14177,8600000US55030,ZCTA5 55030,1358,105.4,53,49,69,107,145,135,123,146,160,136,160,60,15,44.5
14178,8600000US55031,ZCTA5 55031,2008,100.2,131,152,131,137,123,238,255,249,211,143,155,76,7,38.9
14179,8600000US55032,ZCTA5 55032,3611,113.4,161,174,262,237,196,411,464,571,340,319,330,114,32,43.4
14180,8600000US55033,ZCTA5 55033,30140,105.4,1676,1782,1842,1825,1762,3469,3861,4454,2074,2132,2892,1634,737,41.5
14181,8600000US55036,ZCTA5 55036,82,121.6,4,0,6,2,0,18,9,10,10,8,12,3,0,48.0
14182,8600000US55037,ZCTA5 55037,4681,101.0,271,216,345,354,235,442,485,688,391,314,561,302,77,44.9
14183,8600000US55038,ZCTA5 55038,22844,97.9,1595,1983,1711,1382,1190,3081,3251,3247,1581,1414,1413,833,163,36.4
14184,8600000US55040,ZCTA5 55040,13180,109.5,926,1007,801,799,850,2071,1613,1771,967,807,1038,424,106,35.7
14185,8600000US55041,ZCTA5 55041,7877,98.6,462,329,439,364,264,954,709,1056,592,675,1014,692,327,50.0
14186,8600000US55042,ZCTA5 55042,9750,97.0,618,697,695,682,456,916,1182,1693,743,805,829,283,151,41.6
14187,8600000US55043,ZCTA5 55043,3559,95.1,175,167,207,225,168,412,399,497,327,355,409,181,37,45.8
14188,8600000US55044,ZCTA5 55044,55085,101.2,3950,4086,4825,4175,2631,6173,7092,8964,4487,3116,3438,1597,551,37.3
14189,8600000US55045,ZCTA5 55045,7612,114.7,367,328,673,522,506,813,877,1076,655,591,810,285,109,42.1
14190,8600000US55046,ZCTA5 55046,5528,101.5,531,302,625,241,403,952,640,998,209,104,314,150,59,31.8
14191,8600000US55047,ZCTA5 55047,2381,108.5,120,78,90,115,46,130,178,422,264,371,350,154,63,55.3
14192,8600000US55049,ZCTA5 55049,2659,102.5,223,220,288,204,117,287,398,317,190,138,150,82,45,34.8
14193,8600000US55051,ZCTA5 55051,9551,102.5,501,577,672,563,392,940,1111,1220,735,746,1148,643,303,45.2
14194,8600000US55052,ZCTA5 55052,2014,103.6,120,125,109,105,71,278,243,297,179,137,156,137,57,42.8
14195,8600000US55053,ZCTA5 55053,1038,111.0,81,51,61,68,72,116,112,150,131,61,79,43,13,42.3
14196,8600000US55054,ZCTA5 55054,2462,114.5,266,347,219,52,115,386,518,307,120,62,70,0,0,32.0
14197,8600000US55055,ZCTA5 55055,3532,104.3,147,227,194,367,216,347,557,491,261,225,288,184,28,41.1
14198,8600000US55056,ZCTA5 55056,14021,95.6,756,928,1108,951,772,1792,1759,2354,1034,724,1084,513,246,39.6
14199,8600000US55057,ZCTA5 55057,25312,92.2,1138,1408,1360,3449,4107,1980,2427,2642,1399,1561,2115,1097,629,31.5
14200,8600000US55060,ZCTA5 55060,29028,99.4,1758,1991,2170,1843,1705,3414,3419,3798,2033,1903,2714,1574,706,39.3
14201,8600000US55063,ZCTA5 55063,9472,105.2,498,519,489,537,401,1126,1149,1158,910,740,1113,626,206,45.2
14202,8600000US55065,ZCTA5 55065,1281,100.8,89,103,87,76,81,112,157,207,115,85,111,53,5,39.8
14203,8600000US55066,ZCTA5 55066,18279,96.0,987,1164,1096,1018,875,2149,2089,2048,1389,1667,2134,1024,639,43.8
14204,8600000US55068,ZCTA5 55068,29380,99.6,2095,2524,2418,1689,1411,3287,4581,4307,2321,1576,2009,987,175,37.7
14205,8600000US55069,ZCTA5 55069,5397,157.6,232,246,323,334,376,933,658,747,397,349,527,184,91,38.4
14206,8600000US55070,ZCTA5 55070,7885,103.2,801,667,532,538,420,1113,1091,1190,518,290,437,223,65,33.9
14207,8600000US55071,ZCTA5 55071,5725,104.8,347,298,411,326,487,956,785,708,440,281,408,221,57,35.6
14208,8600000US55072,ZCTA5 55072,4566,163.9,148,220,228,231,274,657,691,691,398,275,375,288,90,42.1
14209,8600000US55073,ZCTA5 55073,3524,103.8,239,137,358,289,63,326,353,461,323,325,516,110,24,44.8
14210,8600000US55074,ZCTA5 55074,2346,108.9,171,166,178,128,154,366,333,263,220,134,168,39,26,35.2
14211,8600000US55075,ZCTA5 55075,20212,96.5,1343,1336,1348,1468,1310,3269,2494,2426,1479,1118,1593,742,286,35.1
14212,8600000US55076,ZCTA5 55076,21985,99.7,1023,1150,1837,1123,1280,2931,2771,2949,1596,1643,2177,1040,465,40.4
14213,8600000US55077,ZCTA5 55077,13280,99.1,686,707,919,1121,769,1614,1886,2055,1091,551,1113,570,198,38.8
14214,8600000US55079,ZCTA5 55079,8669,112.8,541,625,552,458,462,941,1132,1536,868,522,771,216,45,41.2
14215,8600000US55080,ZCTA5 55080,2641,107.5,133,184,170,174,100,230,354,386,196,217,297,166,34,44.0
14216,8600000US55082,ZCTA5 55082,36093,101.1,1589,2088,2440,2386,1939,3372,4334,5562,2787,2735,3898,1944,1019,44.8
14217,8600000US55084,ZCTA5 55084,1688,98.1,68,116,127,100,44,154,265,223,124,147,238,66,16,42.8
14218,8600000US55085,ZCTA5 55085,498,89.4,20,24,33,29,24,65,56,69,43,56,57,17,5,44.8
14219,8600000US55087,ZCTA5 55087,418,138.9,40,21,48,21,13,78,64,26,29,34,33,10,1,34.5
14220,8600000US55088,ZCTA5 55088,1772,115.8,98,117,142,110,79,142,223,239,135,136,238,102,11,44.0
14221,8600000US55089,ZCTA5 55089,1731,114.8,112,91,80,107,107,189,167,291,168,125,208,74,12,45.5
14222,8600000US55090,ZCTA5 55090,292,128.1,2,2,22,45,0,12,30,47,33,16,45,30,8,52.7
14223,8600000US55092,ZCTA5 55092,10597,106.6,538,510,665,697,588,1216,1259,1452,1065,820,1056,546,185,43.7
14224,8600000US55101,ZCTA5 55101,7743,110.4,306,17,33,180,639,2679,1135,881,431,450,623,350,19,35.1
14225,8600000US55102,ZCTA5 55102,18633,91.4,805,731,934,705,1120,3934,2828,2283,1173,1200,1629,881,410,37.8
14226,8600000US55103,ZCTA5 55103,14062,101.1,1366,1218,963,948,843,2623,1667,1505,828,720,899,273,209,31.2
14227,8600000US55104,ZCTA5 55104,45278,91.0,2800,2620,2885,3267,5678,8388,5490,5332,2467,1995,2846,998,512,30.8
14228,8600000US55105,ZCTA5 55105,26545,92.0,1153,1347,1536,3002,2594,4034,2783,3545,1538,1562,2325,912,214,34.0
14229,8600000US55106,ZCTA5 55106,58771,101.2,4975,5331,4674,4602,4226,10711,7507,6317,3226,2515,2810,1220,657,30.0
14230,8600000US55107,ZCTA5 55107,14279,98.5,1078,1351,1262,1001,946,2447,1806,1460,837,720,872,375,124,30.8
14231,8600000US55108,ZCTA5 55108,15795,93.1,610,695,771,1257,1655,3247,2055,1580,752,717,1408,627,421,33.7
14232,8600000US55109,ZCTA5 55109,34148,98.1,2914,2221,1720,1793,2099,5671,3763,3791,2523,2001,2961,1751,940,36.5
14233,8600000US55110,ZCTA5 55110,40254,92.6,2451,2169,2436,2406,1495,5340,4271,4984,3554,3544,4572,1914,1118,44.1
14234,8600000US55111,ZCTA5 55111,25,525.0,0,0,0,0,0,0,0,9,0,8,8,0,0,61.9
14235,8600000US55112,ZCTA5 55112,46009,91.5,3407,3144,2729,3282,3097,6493,5517,5291,2549,2627,4290,2184,1399,36.5
14236,8600000US55113,ZCTA5 55113,41771,90.0,2680,2035,2105,2386,2861,6351,4598,4526,2967,2596,4286,2718,1662,40.2
14237,8600000US55114,ZCTA5 55114,3120,89.1,56,49,86,82,787,863,398,261,165,158,161,54,0,29.2
14238,8600000US55115,ZCTA5 55115,9253,95.7,631,723,626,564,368,695,980,1236,883,874,973,454,246,45.5
14239,8600000US55116,ZCTA5 55116,24809,89.0,1903,1363,1299,1018,1438,3747,3545,3120,1785,1359,2268,1093,871,38.7
14240,8600000US55117,ZCTA5 55117,45653,96.7,3279,3481,3358,3074,3263,7595,6192,4789,2759,2850,3199,1050,764,33.0
14241,8600000US55118,ZCTA5 55118,28318,91.9,1672,1670,1362,1373,1614,3847,3161,3641,1925,1878,3327,1658,1190,42.3
14242,8600000US55119,ZCTA5 55119,43784,108.4,3759,3080,3219,2115,3061,8510,5437,4754,2616,2460,2706,1518,549,32.9
14243,8600000US55120,ZCTA5 55120,4495,97.0,148,196,337,306,181,522,393,602,391,485,606,252,76,47.5
14244,8600000US55121,ZCTA5 55121,8954,97.1,657,523,483,363,838,1812,1246,983,615,434,457,389,154,33.4
14245,8600000US55122,ZCTA5 55122,31447,92.7,1755,1904,1953,1809,2057,4624,4423,4104,2406,2066,2864,989,493,38.6
14246,8600000US55123,ZCTA5 55123,26051,97.1,1656,1887,1723,2038,1132,3075,3381,4125,2589,1780,1897,596,172,39.2
14247,8600000US55124,ZCTA5 55124,52889,99.7,3314,3456,4072,3316,3270,6536,6967,7263,3649,3490,4848,2088,620,38.2
14248,8600000US55125,ZCTA5 55125,43497,92.6,2783,2992,2986,3163,2674,5357,5706,6359,3257,2551,3277,1705,687,37.9
14249,8600000US55126,ZCTA5 55126,26957,88.6,1698,1568,1457,1400,1033,3010,3157,3873,2048,2429,3277,1460,547,45.4
14250,8600000US55127,ZCTA5 55127,18869,89.2,919,1246,965,775,930,1498,1970,2436,2094,1473,2567,1365,631,50.1
14251,8600000US55128,ZCTA5 55128,28863,87.0,1603,2002,1451,1996,1760,4308,2920,3541,2536,2081,2699,1422,544,39.4
14252,8600000US55129,ZCTA5 55129,26409,97.0,1803,2498,2776,2022,1056,2662,4475,4200,1290,1121,1804,548,154,36.1
14253,8600000US55130,ZCTA5 55130,18146,103.4,1746,1878,1740,1476,1331,3161,2437,1847,850,606,742,278,54,27.5
14254,8600000US55150,ZCTA5 55150,150,123.9,8,9,4,5,12,30,19,22,12,9,11,8,1,42.5
14255,8600000US55155,ZCTA5 55155,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
14256,8600000US55301,ZCTA5 55301,13657,103.0,1134,1237,1449,510,595,2522,2138,1979,522,558,635,311,67,32.7
14257,8600000US55302,ZCTA5 55302,7364,96.7,282,550,434,455,347,779,730,1012,680,529,979,405,182,45.8
14258,8600000US55303,ZCTA5 55303,49784,99.6,3246,2889,3649,3494,3223,6779,6199,7364,3322,2612,4244,1942,821,37.3
14259,8600000US55304,ZCTA5 55304,49470,101.0,2737,3576,3568,3999,2394,5010,6410,8480,4036,2907,4085,1773,495,40.7
14260,8600000US55305,ZCTA5 55305,21406,100.7,1270,1137,947,824,837,3958,2690,2404,1439,1392,2217,1360,931,40.7
14261,8600000US55306,ZCTA5 55306,16387,88.8,889,1019,1199,1129,1082,2174,1937,1993,1539,974,1634,692,126,37.6
14262,8600000US55307,ZCTA5 55307,3475,106.7,225,211,281,273,182,436,322,453,284,197,286,205,120,40.1
14263,8600000US55308,ZCTA5 55308,9825,109.3,931,738,763,909,431,1407,1285,1711,524,326,435,236,129,33.0
14264,8600000US55309,ZCTA5 55309,19294,98.1,1326,1673,1523,1388,1188,2694,2984,2316,1408,1098,1219,396,81,34.5
14265,8600000US55310,ZCTA5 55310,1293,97.1,50,56,70,70,68,137,108,161,180,119,139,102,33,51.3
14266,8600000US55311,ZCTA5 55311,38362,90.0,2297,2891,3301,3280,927,3978,5650,6785,2502,2558,3006,1037,150,39.8
14267,8600000US55312,ZCTA5 55312,1480,96.3,57,79,134,97,52,157,162,200,127,109,163,111,32,45.1
14268,8600000US55313,ZCTA5 55313,24633,99.2,1783,2016,1362,1772,1667,2792,3155,3172,1738,1603,1973,1130,470,38.0
14269,8600000US55314,ZCTA5 55314,1081,87.3,41,60,84,55,28,72,131,126,114,76,137,77,80,50.5
14270,8600000US55315,ZCTA5 55315,5772,119.2,356,494,503,474,229,608,1155,660,451,374,337,84,47,37.0
14271,8600000US55316,ZCTA5 55316,24755,93.2,1775,1962,1540,1613,1011,2990,2963,4019,2368,1768,1894,574,278,39.6
14272,8600000US55317,ZCTA5 55317,21905,92.7,1461,1398,1649,1619,1138,2457,2945,3490,1934,1399,1368,792,255,39.2
14273,8600000US55318,ZCTA5 55318,28524,98.2,1931,2333,2126,2111,1744,3423,4242,4390,1779,1646,1730,656,413,36.4
14274,8600000US55319,ZCTA5 55319,5337,109.0,269,390,386,354,257,548,685,870,457,346,489,217,69,41.4
14275,8600000US55320,ZCTA5 55320,5052,97.7,345,281,330,280,384,605,568,737,418,363,459,228,54,39.6
14276,8600000US55321,ZCTA5 55321,5371,110.8,354,422,446,513,305,541,667,624,401,325,396,204,173,36.8
14277,8600000US55322,ZCTA5 55322,3466,104.8,261,316,267,173,166,461,397,460,300,230,258,157,20,36.8
14278,8600000US55324,ZCTA5 55324,1198,110.9,56,60,80,57,34,69,148,118,111,136,201,121,7,53.7
14279,8600000US55325,ZCTA5 55325,4600,101.8,321,321,396,310,287,399,510,518,368,360,525,184,101,40.4
14280,8600000US55327,ZCTA5 55327,3501,117.9,173,181,184,226,126,339,413,607,382,344,411,98,17,47.2
14281,8600000US55328,ZCTA5 55328,9623,107.8,568,755,995,725,357,823,1429,1522,698,445,762,348,196,38.2
14282,8600000US55329,ZCTA5 55329,1943,97.5,133,112,117,124,176,194,235,224,167,101,202,134,24,40.4
14283,8600000US55330,ZCTA5 55330,38664,103.8,2454,3154,2651,2634,1893,4808,5716,6079,2757,1854,3200,1048,416,37.3
14284,8600000US55331,ZCTA5 55331,18979,99.2,936,1335,1381,1365,594,1314,2039,3088,2084,1588,2300,732,223,47.0
14285,8600000US55332,ZCTA5 55332,1796,108.1,114,153,87,96,112,203,155,168,165,143,192,124,84,43.4
14286,8600000US55333,ZCTA5 55333,849,120.5,24,41,76,58,50,91,79,135,70,78,70,62,15,45.7
14287,8600000US55334,ZCTA5 55334,2547,102.8,51,161,165,170,73,239,315,406,201,206,283,176,101,47.4
14288,8600000US55335,ZCTA5 55335,1580,98.2,126,138,86,77,58,189,193,166,121,128,132,115,51,40.7
14289,8600000US55336,ZCTA5 55336,7772,102.6,489,436,539,674,361,945,956,969,547,408,700,531,217,39.9
14290,8600000US55337,ZCTA5 55337,44924,93.1,3362,2867,2210,2777,3236,6798,5348,5450,3390,2501,3868,2147,970,36.7
14291,8600000US55338,ZCTA5 55338,1234,116.9,64,112,102,62,82,123,208,130,108,71,74,74,24,38.2
14292,8600000US55339,ZCTA5 55339,1135,88.5,28,56,86,93,77,99,135,136,109,128,104,75,9,43.9
14293,8600000US55340,ZCTA5 55340,8475,100.5,871,713,633,469,327,662,1328,1416,768,498,525,176,89,38.6
14294,8600000US55341,ZCTA5 55341,3243,92.5,274,372,322,232,68,384,599,435,172,160,171,49,5,34.5
14295,8600000US55342,ZCTA5 55342,1738,113.5,87,78,122,98,90,149,171,245,157,174,166,136,65,48.4
14296,8600000US55343,ZCTA5 55343,25245,94.9,1780,1288,1043,925,1457,5448,3270,3020,1787,1310,2297,1000,620,36.3
14297,8600000US55344,ZCTA5 55344,16846,100.1,1352,1176,1085,776,889,3819,2422,1831,716,783,892,560,545,33.0
14298,8600000US55345,ZCTA5 55345,21717,91.4,1151,1466,1597,1186,681,1855,2773,3112,2006,1707,2272,1267,644,45.5
14299,8600000US55346,ZCTA5 55346,16453,98.6,996,911,1007,1151,673,1876,2197,2516,1330,1550,1563,532,151,42.2
14300,8600000US55347,ZCTA5 55347,30880,99.3,1565,2069,2778,2014,879,2781,4606,5102,2751,2320,2777,984,254,42.4
14301,8600000US55349,ZCTA5 55349,3779,94.0,200,206,297,243,156,333,578,572,313,217,336,208,120,43.3
14302,8600000US55350,ZCTA5 55350,17903,100.3,1025,1138,1047,905,1187,2253,1968,2411,1161,1331,1893,1171,413,41.2
14303,8600000US55352,ZCTA5 55352,9522,93.1,663,760,903,707,634,976,1369,1410,561,587,549,249,154,35.7
14304,8600000US55353,ZCTA5 55353,3751,105.2,179,298,335,260,256,367,451,533,397,203,249,175,48,38.7
14305,8600000US55354,ZCTA5 55354,2907,104.6,197,287,220,200,125,316,429,324,209,184,265,124,27,37.5
14306,8600000US55355,ZCTA5 55355,9544,105.2,552,610,625,601,459,979,1111,1202,653,719,1022,646,365,43.7
14307,8600000US55356,ZCTA5 55356,5348,106.2,242,363,427,398,185,340,572,945,610,351,690,128,97,46.3
14308,8600000US55357,ZCTA5 55357,3398,87.5,203,180,361,297,153,250,333,667,286,204,292,168,4,43.3
14309,8600000US55358,ZCTA5 55358,5440,107.6,246,421,456,349,230,536,723,769,491,383,542,254,40,40.5
14310,8600000US55359,ZCTA5 55359,6256,100.7,380,404,441,513,241,462,601,1060,678,420,577,381,98,46.1
14311,8600000US55360,ZCTA5 55360,2698,107.2,232,210,211,158,148,360,464,372,194,114,154,68,13,35.6
14312,8600000US55362,ZCTA5 55362,19286,99.6,1604,1372,1531,1328,962,2735,2661,2561,1195,1100,1321,543,373,35.4
14313,8600000US55363,ZCTA5 55363,4737,107.5,406,494,424,290,240,611,892,494,254,204,249,137,42,33.5
14314,8600000US55364,ZCTA5 55364,15348,104.6,796,929,679,961,754,1726,1823,2936,1580,924,1604,567,69,45.1
14315,8600000US55366,ZCTA5 55366,526,98.5,51,12,16,46,113,32,61,39,31,38,55,27,5,33.8
14316,8600000US55367,ZCTA5 55367,1050,101.9,75,91,87,73,54,117,154,117,90,47,88,52,5,37.8
14317,8600000US55368,ZCTA5 55368,2231,96.2,108,154,151,89,98,361,261,287,126,118,259,140,79,41.3
14318,8600000US55369,ZCTA5 55369,37450,95.5,2687,1964,2049,1924,1696,5741,4840,4617,3191,3028,3779,1332,602,39.7
14319,8600000US55370,ZCTA5 55370,695,105.6,32,39,50,40,32,59,91,104,64,43,90,37,14,45.3
14320,8600000US55371,ZCTA5 55371,16878,101.6,1178,1408,1158,933,846,2245,2302,2190,1441,953,1270,637,317,37.9
14321,8600000US55372,ZCTA5 55372,33852,100.6,2194,2512,2824,2279,1378,3355,4814,5545,2677,1960,3063,903,348,39.8
14322,8600000US55373,ZCTA5 55373,5741,95.3,342,368,408,383,436,476,904,835,649,357,496,44,43,40.0
14323,8600000US55374,ZCTA5 55374,15528,93.3,1506,1185,1191,1037,368,1530,2380,2650,935,882,959,733,172,39.3
14324,8600000US55375,ZCTA5 55375,4775,91.6,370,464,333,411,475,429,667,795,339,182,242,48,20,33.2
14325,8600000US55376,ZCTA5 55376,17469,100.8,1286,1501,1879,1657,816,1822,2653,2837,1123,606,552,581,156,33.6
14326,8600000US55378,ZCTA5 55378,30606,97.9,2136,2622,2129,2613,1632,3732,4370,5132,2268,1416,1709,671,176,36.0
14327,8600000US55379,ZCTA5 55379,45062,99.4,3461,3487,3689,3116,2517,6430,7299,6604,2439,1969,2361,1086,604,34.8
14328,8600000US55381,ZCTA5 55381,2075,100.9,86,140,179,169,71,216,268,309,163,180,154,75,65,41.8
14329,8600000US55382,ZCTA5 55382,3701,100.6,146,272,264,209,208,247,496,531,388,309,414,191,26,45.2
14330,8600000US55384,ZCTA5 55384,1906,90.4,43,25,72,64,31,254,164,227,173,188,191,230,244,57.6
14331,8600000US55385,ZCTA5 55385,1176,116.6,37,66,91,64,40,113,138,197,111,99,128,57,35,47.2
14332,8600000US55386,ZCTA5 55386,7829,106.5,531,571,737,726,180,797,1052,1440,524,369,593,281,28,39.4
14333,8600000US55387,ZCTA5 55387,13512,100.5,888,1107,1271,1007,544,1200,2000,2216,771,598,863,705,342,38.4
14334,8600000US55388,ZCTA5 55388,5975,96.9,387,673,421,253,387,540,885,756,570,382,422,267,32,38.3
14335,8600000US55389,ZCTA5 55389,2524,95.2,127,198,204,129,129,274,318,314,211,139,266,149,66,42.0
14336,8600000US55390,ZCTA5 55390,2466,118.4,171,199,140,118,75,367,348,338,213,184,201,76,36,39.9
14337,8600000US55391,ZCTA5 55391,16585,102.3,741,1080,1218,931,364,1072,1994,2541,1366,1426,2289,1001,562,49.3
14338,8600000US55395,ZCTA5 55395,2784,84.0,190,216,210,130,202,284,363,398,169,179,212,172,59,39.5
14339,8600000US55396,ZCTA5 55396,2144,103.4,140,189,101,98,63,289,250,252,150,157,227,135,93,42.4
14340,8600000US55397,ZCTA5 55397,2780,89.8,160,179,145,238,122,379,423,266,207,293,242,109,17,37.1
14341,8600000US55398,ZCTA5 55398,16428,97.6,837,1608,1198,1317,859,1911,2285,2857,1029,798,1229,427,73,37.4
14342,8600000US55401,ZCTA5 55401,10238,112.4,165,70,99,39,625,3958,1755,1203,732,474,764,299,55,35.6
14343,8600000US55402,ZCTA5 55402,524,171.5,0,0,0,2,46,205,51,161,18,24,17,0,0,40.0
14344,8600000US55403,ZCTA5 55403,16784,129.3,591,225,121,271,1736,5753,1922,2261,1110,854,1013,619,308,34.2
14345,8600000US55404,ZCTA5 55404,26963,108.3,1719,1464,1446,2004,2777,6133,3258,2521,1383,1321,1591,768,578,31.0
14346,8600000US55405,ZCTA5 55405,15942,112.6,990,954,649,405,1076,4826,2303,1526,939,640,1097,403,134,31.9
14347,8600000US55406,ZCTA5 55406,33563,98.8,2070,1769,1419,1211,948,6944,5261,4317,2308,2605,3153,1047,511,38.6
14348,8600000US55407,ZCTA5 55407,40980,105.5,3712,3504,2613,2089,2110,8967,6554,3867,2391,1944,2222,701,306,32.5
14349,8600000US55408,ZCTA5 55408,31731,112.1,1343,1503,1235,846,4659,10150,4148,3064,1244,1209,1525,682,123,30.1
14350,8600000US55409,ZCTA5 55409,11926,90.6,794,649,642,678,561,2492,1840,1748,576,554,715,351,326,35.7
14351,8600000US55410,ZCTA5 55410,20820,92.7,1672,1282,1423,988,694,3021,3262,3183,1388,1097,1633,761,416,38.7
14352,8600000US55411,ZCTA5 55411,31183,103.5,2899,3330,2971,2853,2352,5026,4061,2955,1277,1257,1406,614,182,27.4
14353,8600000US55412,ZCTA5 55412,23631,92.5,1849,1412,2181,1684,1397,3467,3604,3065,1654,1128,1543,505,142,34.6
14354,8600000US55413,ZCTA5 55413,14261,102.8,618,592,443,392,1060,4461,2075,1398,640,651,1250,423,258,33.3
14355,8600000US55414,ZCTA5 55414,35925,104.5,877,536,241,6310,14791,6633,1870,1300,814,952,1016,464,121,22.5
14356,8600000US55415,ZCTA5 55415,4815,141.0,287,146,265,139,264,1763,790,503,327,165,101,65,0,32.0
14357,8600000US55416,ZCTA5 55416,33036,92.7,1591,1436,1428,1068,2058,8740,3991,3749,1967,1948,2822,1258,980,35.4
14358,8600000US55417,ZCTA5 55417,26593,95.9,2078,2011,1433,908,1231,3918,4563,3821,1592,1657,2048,948,385,38.1
14359,8600000US55418,ZCTA5 55418,30305,98.7,2137,1850,1300,831,1644,6678,4671,3424,1902,1742,2464,1023,639,36.2
14360,8600000US55419,ZCTA5 55419,27966,90.6,2011,2073,1936,1312,1037,4569,4603,3808,1531,1567,2260,961,298,37.0
14361,8600000US55420,ZCTA5 55420,21644,93.7,1470,1158,1217,1215,1405,3228,3052,2501,1581,1315,1725,1223,554,38.4
14362,8600000US55421,ZCTA5 55421,28582,101.5,2022,1792,1469,1219,1722,5288,3483,3242,2002,1633,2350,1549,811,36.3
14363,8600000US55422,ZCTA5 55422,29837,89.3,1772,1767,1624,1226,1178,5242,4154,3252,2116,2483,2354,1369,1300,39.4
14364,8600000US55423,ZCTA5 55423,36300,101.2,2276,2319,1978,1835,1767,7493,4974,3859,2180,2045,3063,1519,992,35.7
